web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,foundation-category,foundation-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588345084-2564","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Goodness Glows Tinted Moisturizer","https://www.ulta.com/goodness-glows-tinted-moisturizer?productId=pimprod2008798","Burt's Bees","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Goodness Glows Tinted Moisturizer","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","Goodness glows tinted  moisturizer is a good moisturizer. You really feel your skin hydrated when wearing it. The color did really show so it has no coverage. It doesnt feel greasy or oily. I really enjoyed using this product and would get it again","","4","Nice moisturizer",""
"1588346515-4015","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Almost Powder Makeup","https://www.ulta.com/almost-powder-makeup?productId=xlsImpprod10791895","Clinique","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Almost Powder Makeup","","","","I've spent hundreds of dollars on foundations and powders for my ever changing face. The older I get my face seems to change texture. I can't wear foundation of any kind with out it wearing off my face in an oil slick causing break outs. Or the colors are never a match. Powders, expensive and generi...","","",""
"1588346189-3685","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fast Base Stick Foundation","https://www.ulta.com/fast-base-stick-foundation?productId=xlsImpprod18241087","Makeup Revolution","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Fast Base Stick Foundation","","","The shade range is not okay.","","1","It has no shades",""
"1588345381-2867","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Perfectionist Youth-Infusing Serum Makeup SPF 25","https://www.ulta.com/perfectionist-youth-infusing-serum-makeup-spf-25?productId=prod14681014","Estée Lauder","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Perfectionist Youth-Infusing Serum Makeup SPF 25","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","So smooth and light feeling with perfect coverage. I love the way my face look with it.  The best decision ever made for this product.","","5","Best Foundation",""
"1588346200-3699","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Born To Glow Naturally Radiant Foundation","https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994","NYX Professional Makeup","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Born To Glow Naturally Radiant Foundation","","","This foundation is great and overs a good shade range. It does show some fine lines but it's nothing a little powder can't do.","","5","Very good coverage and very dewy!!!",""
"1588346131-3620","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","InstaBake Aqua Glass Foundation","https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084","Beauty Bakerie","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","InstaBake Aqua Glass Foundation","","","I started to see Beauty Bakerie online and thought it was such a cute makeup brand and wanted to try out there products. I tried this and honestly love it. It doesn't make your skin look dry or cakey, it's a really good foundation.","","4","I might buy again",""
"1588345632-3072","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Simply Ageless 3-in-1 Liquid Foundation","https://www.ulta.com/simply-ageless-3-in-1-liquid-foundation?productId=xlsImpprod13501013","CoverGirl","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Simply Ageless 3-in-1 Liquid Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I have only been using this for 2 weeks.I love it I am in my late 50s and have winkels but when I apply this foundation the 1st time I could really tell the differents.Thank you covergirl for making something that really works on my aged skin","","5","Finally found make up for my Winkles .Love it !",""
"1588345881-3337","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clean Fresh Skin Milk Foundation","https://www.ulta.com/clean-fresh-skin-milk-foundation?productId=pimprod2011577","CoverGirl","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Clean Fresh Skin Milk Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","Smells more chemically than anything I've ever used. Not buildable. Not for oily skin.","","1","Stinky",""
"1588346906-4487","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Celebration Foundation Illumination","https://www.ulta.com/celebration-foundation-illumination?productId=xlsImpprod6420042","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Celebration Foundation Illumination","","","What happened to the original IT Confidence foundation? I guess they stopped carrying it and this new Celebration formula is terrible! So chalky and feels cheap. The original worked well on my sensitive skin, but this new formula does nothing good for it. So disappointed. I ordered Burt's Bees and Bare Minerals skin makeup after trying this and thankfully they all work great on me, so I'll be switching over to them from now on. No more IT Cosmetics for me.","","1","Terrible!",""
"1588346850-4417","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Infallible Fresh Wear 24HR Foundation","https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481","L'Oréal","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Infallible Fresh Wear 24HR Foundation","","","Favorite foundation hands down. This does wonder with my oily skin. Long lasting and looks natural on the skin. A must have!!","","5","Love Love Love",""
"1588347136-4767","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","ORIGINAL Foundation Broad Spectrum SPF 15","https://www.ulta.com/original-foundation-broad-spectrum-spf-15?productId=VP11362","bareMinerals","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","ORIGINAL Foundation Broad Spectrum SPF 15","","","I have been using this product almost daily for nearly 24 years. My skin has been clear and healthy and I have never experienced a reaction. The powder is light and buffs to blend like a liquid. Added bonus: it it has a broad spectrum SPF rating of 15.","","5","The real thing!",""
"1588345936-3409","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Stay Matte Powder Foundation","https://www.ulta.com/stay-matte-powder-foundation?productId=xlsImpprod4141615","NYX Professional Makeup","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Stay Matte Powder Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I like powder foundations because they are easy to apply, even out my skin tone and take away redness and discolorations. NYX foundation is a great price and works fantastic!","","5","Great staying power",""
"1588346503-3995","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Super Stay Full Coverage Foundation","https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541","Maybelline","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Super Stay Full Coverage Foundation","","","i usually use nars  for my foundation and this is pretty comparable. full coverage without being cakey or accentuating texture.","","5","great foundation",""
"1588346817-4370","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pro Longwear Nourishing Waterproof Foundation","https://www.ulta.com/pro-longwear-nourishing-waterproof-foundation?productId=xlsImpprod15921226","MAC","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Pro Longwear Nourishing Waterproof Foundation","","","I love how well this product matches my skin, so happy to see it back!  The coverage is just what I need, but just like the last version, doesn't last long. I work 12 hour days. I would say it's worn off after about 5 hours. I have tried the invisible powder & the spray (fix+ maybe?) & neither makes any difference. Also, over 15% less product & cheaper packaging for the same price?  I prefer the pump & bottle instead of the plastic squeeze tube.","","3","So so",""
"1588346023-3519","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PhotoFocus Liquid Foundation","https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069","Wet n Wild","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","PhotoFocus Liquid Foundation","","","One complaint when I bought this was first, it looked weird on me. Even buying the right shade it was a bit orange. And lastly the smell... terrible","","3","It was ok for my first foundation",""
"1588345742-3173","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Chubby in the Nude Foundation Stick","https://www.ulta.com/chubby-in-nude-foundation-stick?productId=xlsImpprod13641055","Clinique","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Chubby in the Nude Foundation Stick","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I love Clinique! All the make up I wear now is Clinique with the exception of mascara. I use a different brand mascara first then follow with Clinique's chubby mascara! I love this foundation and it's so easy to put on with the way it is being in a stick. The only thing is I believe Clinique should come up with a redness solutions chubby stick. Maybe in the form or green to use on redness that people have like myself. I wouldn't hesitate to buy it and buy it often enough to never go without!

I claim that as my idea now though** ;)","","5","Best coverage for my skin so far!",""
"1588346638-4145","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Luminous Foundation","https://www.ulta.com/luminous-foundation?productId=pimprod2008586","Anastasia Beverly Hills","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Luminous Foundation","","","This product is the best foundation I have ever had! I found my perfect shade for the first time ever, and its not a cakey foundation, lightweight. Gives your skin a summer glow","","5","I would buy this product again and again",""
"1588345804-3245","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","True Match Super-Blendable Foundation Makeup","https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872","L'Oréal","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","True Match Super-Blendable Foundation Makeup","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","","I use the product on average everyday.  I wear it to work,on dates,and for photo shoots.I love true match for many many reasons but here are just a few: whether im tanned due to our hot summers or lighter during the winter.I have a shade that fits my skin tone perfectly(soft Sable winter, nut brown ...","","",""
"1588347113-4734","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","4-in-1 Pressed Mineral Powder Foundation SPF 15","https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037","PÜR","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","4-in-1 Pressed Mineral Powder Foundation SPF 15","","","I haven't used a powder foundation in many, many years. I purchased LP4 duding the 21 days of beauty sale. It's a little too light and a little too pink for me, but since stores aren't open and Ulta charges for return shipping, it's not really worth the hassle for me to return it. I just pile on a bit of extra bronzer and blush. The packaging is bulky, though looks nice and chic. It blends into skin pretty well. I've used both glowy and blurring primers underneath. Both work well. I find that after about an hour, this foundation looks so skin-like and beautiful. It wears well throughout the day. I once tried it as a setting powder but it kind of ruined my blush. Maybe I used too much.","","4","Nice foundation",""
"1588346615-4117","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Foundation Powder","https://www.ulta.com/bye-bye-foundation-powder?productId=pimprod2006363","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Bye Bye Foundation Powder","","","I stumbled across the product in store and now its a must have. I use it every day for a light natural makeup look. It makes my skin look amazing. I don't use it when I do a full beat but its great for an every day natural look.","","5","My go to!",""
"1588346973-4564","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Foundation Oil-Free Matte Full Coverage Moisturizer with SPF 50+","https://www.ulta.com/bye-bye-foundation-oil-free-matte-full-coverage-moisturizer-with-spf-50?productId=pimprod2013586","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Bye Bye Foundation Oil-Free Matte Full Coverage Moisturizer with SPF 50+","","","At first glance this foundation was great on, i have difficulty finding the coverage and its a very thick formula, its not a foundation you can layer for coverage. The formula is a thick consistency , and i tried several makeup tools such a beauty blender, brush and nothing seemed to help until i used my morphe makeup sponge. I used to go to work and let me yell you i was an oily shiny sphere! Im still looking for ways to use it at the moment i will try different primers and setting powders","","3","Good but not really....",""
"1588346334-3787","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Smooth Liquid Camo Foundation","https://www.ulta.com/smooth-liquid-camo-foundation?productId=xlsImpprod11381017","Dermablend","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Smooth Liquid Camo Foundation","","","This is a great product to even out skin, cover flaws, and get that perfect looking flawless face. It's pricey, but works great!  Would highly recommend","","5","1st time using - love it!",""
"1588346391-3859","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Halo Fresh Perfecting Powder","https://www.ulta.com/halo-fresh-perfecting-powder?productId=pimprod2014098","Smashbox","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Halo Fresh Perfecting Powder","","","I gotta say the color match was spot on! Lasted through my workday with minimal transfer and great  for when I don't need full coverage. Felt lightweight but still flawless and perfect for traveling!","","5","Dark Neutral",""
"1588346681-4203","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pure Radiant Tinted Moisturizer","https://www.ulta.com/pure-radiant-tinted-moisturizer?productId=xlsImpprod15251329","NARS","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Pure Radiant Tinted Moisturizer","","","I've been using this product for years and I absolutely love it. Every time I attempt to switch it up, I always come back to it. Natural yet buildable and gives you a nice dewy/glowy look. I always keep 2 different shades to mix depending on where my tan is at :)","","5","The Best",""
"1588346749-4287","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Acne Solutions Liquid Makeup","https://www.ulta.com/acne-solutions-liquid-makeup?productId=xlsImpprod10791923","Clinique","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Acne Solutions Liquid Makeup","","","I had used Clinique Acne Solutions for years, but had a few coupons and decided to try other foundations, Elf, Loreal, Tarte, & Almay. And while I love different items fr each brand there is simply no better foundation for me than Clinique Acne Solutions. Helps make my skin healthy and glowy and has great coverage with out being thick or cake-y!!","","5","FAVORITE FOUNDATION!!!",""
"1588345370-2855","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hello Happy Flawless Brightening Foundation Mini","https://www.ulta.com/hello-happy-flawless-brightening-foundation-mini?productId=pimprod2007276","Benefit Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Hello Happy Flawless Brightening Foundation Mini","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I have really combination skin so I don't like a super matte foundation since it feels dry, but I don't like satin or dewy because it breaks apart on my skin and oxidizes really badly. This does not it's the perfect in between and deals with all aspects of my skin.","","5","Doesn't oxidize!!!",""
"1588345804-3239","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","True Match Super-Blendable Foundation Makeup","https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872","L'Oréal","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","True Match Super-Blendable Foundation Makeup","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I ordered products before the stores closed due to the pandemic.  I don't appreciate spending my hard earned money on expired products.  As soon as the stores reopen I plan to return this.  Completely unacceptable!","","1","EXPIRED PRODUCT DATED 12/2019",""
"1588346727-4264","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20","https://www.ulta.com/babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productId=pimprod2006408","Tarte","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20","","","I went into the store to pick up another bottle of my Clinique foundation. However, I needed to be color matched for a darker color and the employee told me I would like this tarts foundation better. I told her my concerns and why I love my Clinique and she assured me I would like this one better. I have used this a few times to give it a good test run but I hate it and can not wait to return it.","","1","Settles into fine lines and wrinkles",""
"1588345127-2619","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pro Coverage Liquid Foundation","https://www.ulta.com/pro-coverage-liquid-foundation?productId=xlsImpprod15711049","L.A. Girl","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Pro Coverage Liquid Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","This product cover really well. And it was perfect for my skin type.","","5","Loved it!",""
"1588347186-4812","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","CC+ Cream with SPF 50+","https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257","It Cosmetics","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","CC+ Cream with SPF 50+","","","For the longest time I was using Clinique's CC Cream and wasn't satisfied with it. I recently bought IT Cosmetics CC cream and MY MIND IS BLOWN. I love how it covers with the smallest bit. It actually blends ii
Not my skin instead of sitting on top. I don't have to use very much for a natural look. I applied in the way someone mentioned before, by damping my blender sponge. It's amazing! I threw my Clinique cc cream away bc I'm not going back.","","5","Game changer",""
"1588346002-3492","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shade Stick Foundation","https://www.ulta.com/shade-stick-foundation?productId=pimprod2010250","Juvia's Place","Foundation (192)","https://www.ulta.com/makeup-face-foundation?N=26y5","Shade Stick Foundation","Next
Page","https://www.ulta.com/makeup-face-foundation?N=26y5&No=96&Nrpp=96","I accidently bought this a shade to light so I can't use it as a foundation but I love this as a brighter or a concealer. it goes on smooth and blends so well.","","4","great",""
