web-scraper-order,web-scraper-start-url,beauty-wrapper,beauty-wrapper-href,review-text,name,brand,keyword,community-review-text
"1588398751-7496","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Lock-it Tattoo Foundation","https://www.beautypedia.com/products/lock-it-tattoo-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Lock-it Tattoo Foundation","Kat Von D","Color choices not great, but great coverage + tip","Just about every time I use this, my friends always tell me how GREAT my skin looks, that it looks flawless, which pleases me enough to keep using. While the shades are way too orange no matter which I try, I tend to mostly use this for evening occasions when I need full coverage, so it's worth the sacrifice. Revlon color stay was always a favorite of mine, but I do get more coverage with this. TIP- I use a small drop of oil (jojoba might do well) and mix with the foundation on my hand and it makes it much easier and smoother to apply, and then I go over any trouble spots with a second coat. So instead of having one heavy hard to blend layer, I use two thinner layers."
"1588398259-7334","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Simply Powder Foundation","https://www.beautypedia.com/products/simply-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Simply Powder Foundation claims it “covers like a liquid,” and it may seem convenient to get that benefit from a powder. Don’t bother. This talc-based pressed-powder foundation goes on unevenly, looks chalky, and isn’t nearly as silky as Cover Girl’s superior TruBlend Pressed Powder. The shades are also mostly problematic, because with the texture and finish this has, even the neutral options just don’t look convincing on skin.","Simply Powder Foundation","CoverGirl","",""
"1588399073-7685","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Long-Wear Even Finish Compact Foundation","https://www.beautypedia.com/products/long-wear-even-finish-compact-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Long-Wear Even Finish Compact Foundation","Bobbi Brown","Nice coverage, long wearing, great for rosacea","I've just purchased my third compact and keep coming back. I love the long lasting, natural finish, which blends in perfectly to my skin tone. I've used most of the other Bobbi Brown foundations, along with other brands, but this is my go-to foundation. I have rosacea, sensitive skin, fairly normal but dry in the winter, and I'm in my 50's."
"1588398457-7406","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Mineral Sheers Powder Foundation","https://www.beautypedia.com/products/mineral-sheers-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Mineral Sheers Powder Foundation","Neutrogena","Great lightweight coverage","I love the lightweight yet even coverage of this foundation. I've applied it with a brush and with the included sponge. Both work, with a little more coverage from using the sponge. I have eczema on my hands, so I use a foundation that leaves my hands clean (less washing helps). I've noticed that the main stores that used to carry this now do not even have a row for it, and the few that have some in stock are very limited in color choice.  I'm afraid it's being discontinued, so I've stocked up."
"1588399202-7725","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Botanics Colour Adjusting Foundation","https://www.beautypedia.com/products/botanics-colour-adjusting-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Botanics Colour Adjusting Foundation","Boots","Not for me","I disagree with the reviewer. I have combination skin and I still found this too oily (but not at first). It started to run after 3 hours. It did not adjust well either. Even the lightest shade was too dark for me. Not recommended for super pale people."
"1588396956-7198","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Compact Makeup","https://www.beautypedia.com/products/compact-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Compact Makeup","Chantecaille","Great compact foundation powder","This powder foundation is so light and feels like you have bare skin but it hides my redness even though it's sheer.Just blends right in. Smooth and non-drying, doesn't sit in top of your skin.i would definitely buy again. Makes poors look smaller. I love this compact. I would recommend."
"1588398389-7367","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","4-in-1 Pressed Mineral Makeup SPF 15","https://www.beautypedia.com/products/4-in-1-pressed-mineral-makeup-spf-15/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","4-in-1 Pressed Mineral Makeup SPF 15","Pürminerals","better powsers out there","This powder works but there are other powders out there which are more fine and apply much better. I have had better results with other powders."
"1588398550-7429","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Ultimate Performance Professional Foundation","https://www.beautypedia.com/products/ultimate-performance-professional-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Ultimate Performance Professional Foundation","Mally Beauty","miss","Beautiful"
"1588396869-7121","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TLC Truly Lasting Color 16 Hour Makeup","https://www.beautypedia.com/products/tlc-truly-lasting-color-16-hour-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","TLC Truly Lasting Color 16 Hour Makeup","Almay","A Keeper","I have been using this foundation for so many years. It's amazing - although a little expensive. I would definitely recommend, as I have oily breakout prone skin and this foundation does not irritate it at all. Only complaint is that the fair shades sometimes look a little orange, especially when i blend towards my neck."
"1588398406-7389","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Mineral Powder Foundation","https://www.beautypedia.com/products/mineral-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Mineral Powder Foundation","Mary Kay","Wonderful!","I love this foundation! I struggle with combination/oily skin and this powder does a great job of making my skin appear matte and smooth. I can't tell you how many compliments I get when wearing this foundation!  It has buildable coverage and even works well as a finishing powder. I wouldn't recommend this product to someone with dry skin (or someone struggling with wrinkles, as most powder foundations maximize wrinkles) but it does work nicely for younger skin or combination/oily skin."
"1588396921-7174","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Natural Performance Foundation","https://www.beautypedia.com/products/natural-performance-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Natural Performance Foundation","Lorac","Great Foundation!","I have had problems with my skin in the past so finding a foundation that does not irritate my skin was a hassle.  This foundation is great!  There are no perfumes, it has a light silky texture and goes on so smooth.  I have oily, acne prone skin and since I have been using this foundation, I haven't had a problem with breakouts.  The finish is matte to dewy, which looks decent and natural.  I would highly recommend this product to everyone!"
"1588396921-7170","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Natural Performance Foundation","https://www.beautypedia.com/products/natural-performance-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Natural Performance Foundation","Lorac","Best Ever!","I have tried so many foundations from drugstore to high end. I have acne prone skin with some oiliness as well as dry patches due to seborrheic dermatitis. I also have a few dark acne scars. While this doesn't cover those, a good concealer is a must, it does play beautifully on the skin for a natural finish. It has never broken me out and gets more natural as the day wears on. I've never had trouble with this breaking up on my face (I pair it with lorac I'm so sensitive primer) and it lasts all day in 90 degree heat. I've spent 10 years looking for a foundation I reach for over and over and I have finally found it."
"1588396743-7081","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Moisture Supreme Foundation","https://www.beautypedia.com/products/moisture-supreme-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Moisture Supreme Foundation","Laura Mercier","Egads!","I received a sample of Laura Mercier's Moisture Supreme Foundation at Sephora after having my skin assessed with a hand held device. I am so glad that I did not pay the exorbitant amount that this foundation sells for, because the Beautypedia review (which I read after I returned home) was spot-on. This product, although it did feel creamy smooth, accentuated all my pores and was obvious in daylight. The ""porcelain ivory"" shade also seemed to appear faintly yellow on my fair skin."
"1588398804-7540","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Herbal Dual Wet & Dry Foundation","https://www.beautypedia.com/products/herbal-dual-wet-dry-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Herbal Dual Wet & Dry Foundation","Palladio Beauty","So similar to MAC","I never heard of this brand until Paula's website.   I found it at Sally's Beauty Supply.  I usually like MUFE Hi Definition liquid for work, but for weekends or yoga I like a quick & easy powder (still like my Laura Mercier) but I was really surprised at how nice & quick this applies without looking like makeup.  I'm hooked!"
"1588398513-7417","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","HD Studio Photogenic Foundation","https://www.beautypedia.com/products/hd-studio-photogenic-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","HD Studio Photogenic Foundation","NYX Cosmetics","Never again","This foundation did not provide good coverage. I just kept applying. I tried with fingers, foundation brush and Beauty blender, both damp and dry. Nothing worked. It showed every pore, line and blemish.... And I'm only 25, I don't have that many. I love most NYX products so I was so disappointed this didn't work."
"1588396869-7132","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TLC Truly Lasting Color 16 Hour Makeup","https://www.beautypedia.com/products/tlc-truly-lasting-color-16-hour-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","TLC Truly Lasting Color 16 Hour Makeup","Almay","I've used this foundation for years.","This is the best lightweight foundation for me. I have tried many high and low end foundations recently  just to compare.  And, Almay still comes out on top."
"1588398371-7349","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Wear Stay-in-Place Makeup","https://www.beautypedia.com/products/double-wear-stay-in-place-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Wear Stay-in-Place Makeup","Estee Lauder","Holy Grail foundation","This has been my favorite foundation for several years. I was surprised when I read some of the reviews. I don't consider this foundation to be heavy or mask-like at all. First of all, I moisturize and use a good primer.  I use a good foundation brush. And because this foundation is so thin I find it easy to spread a thin layer over my face. It's beautiful. I feel later in the day when I check my face it looks prettier than when I put it on. I don't use it everyday because I have drug store foundations that I like. But I get compliments on my ""skin"" when I wear this foundation. 

For reference I'm 59 with sensitive, normal to dry skin."
"1588396991-7210","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","PhotoReady Airbrush Mousse Makeup","https://www.beautypedia.com/products/photoready-airbrush-mousse-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","The big deal with this foundation is its aerated texture, which Revlon calls “airbrush,” but it’s much more like that of a hair mousse than anything resembling airbrushed makeup. When dispensed (even when you’re being careful), it shoots out in a bubbly mound, which quickly begins to dissolve into a puddle of creamy liquid foundation that feels wet and runny as you apply.As you might imagine, it’s difficult to get even application with a foundation whose consistency is bubbly, and indeed the biggest problem with this foundation is its tendency to streak and apply unevenly. It does provide light to medium coverage, but its gimmicky delivery system, difficult-to-use texture, and unnaturally shiny finish are major, and ridiculous,drawbacks.If the texture and application aren’t enough to dissuade you, this foundation is also loaded with flecks of shimmer that tend to sink into lines and exaggerate wrinkles. All told, this foundation has no redeeming qualities. Check out our Best Foundations list for far superior options!
Pros:

None.


Cons:

Bubbly, aerated texture is difficult to apply.
Feels wet and runny as you apply.
Goes on unevenly and tends to streak.
Sets to an unnaturally shiny finish.
Loaded with flecks of shimmer that exaggerate fine lines and make wrinkles pop.","PhotoReady Airbrush Mousse Makeup","Revlon","",""
"1588398874-7575","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Pro Finish Multi-Use Powder Foundation","https://www.beautypedia.com/products/pro-finish-multi-use-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Pro Finish Multi-Use Powder Foundation","Make Up For Ever","NOT useable wet","This is a super sheer, light coverage formula best suited to set foundation. I used it wet and it ruined my compact - I had to scrap off the product after it dried the next day and managed to salvage it, but I was so mad that it didn't dry normal! When used without liquid foundation underneath, it barely covers anything whatsoever, but it doesn't make your face look cakey or a powdery mess, either. So that's good."
"1588396851-7102","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Superbalanced Makeup","https://www.beautypedia.com/products/superbalanced-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Superbalanced Makeup","Clinique","Love it!","This foundation is the only foundation that doesn't feel sticky and feels silky. I have an oily t-zone and dry cheeks. It is the only foundation that doesn't sink into my pores and makes me look oily at the end of the day."
"1588396939-7175","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Clear Complexion Makeup BlemisHeal Technology","https://www.beautypedia.com/products/clear-complexion-makeup-blemisheal-technology/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Clear Complexion Liquid Makeup is a foundation that promises to ""heal blemishes."" It contains salicylic acid as the anti-acne active, but in an amount that's too low (0.6%) and at a pH that's too high (pH 6) to be helpful for skin. Even though the salicylic acid in this makeup won't help with blemishes, this still offers an enviably smooth, liquid texture that blends onto skin with ease, providing light to medium coverage and a natural matte finish. It is a great example of how beautiful a foundation can look on the skin. Less than a dozen shades are available, but almost all of them are exquisite. Only Warm should be viewed with caution as it may be too peach for some medium to tan skin tones. There are no options for very light or dark skin tones. One caution: Because of the salicylic acid, this product should not be used around the eyes or on the eyelids. This foundation is one to try if you have normal to very oily skin, though it would need to be paired with an effective sunscreen rated SPF 15 or higher for daytime use.","Clear Complexion Makeup BlemisHeal Technology","Almay","",""
"1588396869-7115","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TLC Truly Lasting Color 16 Hour Makeup","https://www.beautypedia.com/products/tlc-truly-lasting-color-16-hour-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","TLC Truly Lasting Color 16 Hour Makeup","Almay","I love this product","This product is amazing for my acne prone and sensative skin...thank you Almay❤"
"1588398751-7494","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Lock-it Tattoo Foundation","https://www.beautypedia.com/products/lock-it-tattoo-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Lock-it Tattoo Foundation","Kat Von D","My new favorite","I love this foundation. I had watched some youtube videos prior to applying and knew in advance that a little goes a long way. Also knew to use a good blending brush and not a sponge to work it in best."
"1588397026-7218","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Clean Finish Foundation","https://www.beautypedia.com/products/clean-finish-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","This liquid foundation has a blendable, creamy liquid texture that provides medium coverage, but that's where the positives end. Five minutes into wear, there are signs of trouble.The first and most obvious drawback is that this foundation, regardless of the shade, changes color over time. It begins by turning a pale tone of orange, and then continues darkening.It also feels heavy on skin and the coverage doesn't last. Of the numerous shades, there are plenty of options for light to-medium skin tones. The semi-matte finish and formula are best for most skin types, but overall you just can't trust the color–and when it comes to foundation that's everything.
Pros:

Blendable, creamy-liquid texture.
Provides decent coverage for minor flaws.


Cons:

Color changes once applied, becoming considerably darker throughout the day.
Once it sets, it feels somewhat heavy on skin.
Coverage fades within hours.

More Info:The inclusion of witch hazel extract isn't great to see on the label, but this irritating ingredient is likely present in too low an amount to be cause for concern. Still, for the health of your skin it's best to avoid exposure to irritating ingredients, because irritation, whether you see it on the surface of skin or not, causes inflammation and as a result impairs healing, damages collagen, and depletes vital substances your skin needs to stay young. For this reason, it is best to minimize or eliminate as much as possible your exposure to known skin irritants, especially considering there are brilliant formulas available that avoid these types of problematic ingredients.","Clean Finish Foundation","Rimmel","",""
"1588398567-7442","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","ColorStay Whipped Crème Makeup","https://www.beautypedia.com/products/colorstay-whipped-crme-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","ColorStay Whipped Crème Makeup","Revlon","I hate this foundation","This looks ok to start, by eod, feels and looks like a mask. I can't wait to wash my face.  I hate digging in the heavy jar (with my sponge), too."
"1588398769-7499","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Smart Shade Mousse Makeup","https://www.beautypedia.com/products/smart-shade-mousse-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Smart Shade Mousse Makeup","Almay","best ever","great for my aging skin   good coverage for the redness   sadly it has been discontinued"
"1588398751-7492","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Lock-it Tattoo Foundation","https://www.beautypedia.com/products/lock-it-tattoo-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Lock-it Tattoo Foundation","Kat Von D","Best full coverage I have used","So easy to use with my blender sponge!!! Great color options"
"1588398150-7282","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Illuminating Liquid Foundation","https://www.beautypedia.com/products/illuminating-liquid-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","Illuminating Liquid Foundation is a creamy, mineral oil–based makeup that’s very good for dry skin seeking light to medium coverage with a satin-smooth, shimmer finish. The shine is noticeable, and with a sheer powder dusted over it this can lend a radiant glow to the skin. All of the shades are soft and neutral whether skin is fair or dark (but not very dark).","Illuminating Liquid Foundation","Stila","",""
"1588398658-7467","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Double Duty Primer & Foundation","https://www.beautypedia.com/products/double-duty-primer-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Double Duty Primer & Foundation","Ulta","Terrible","bought this from the store and it was terrible it literally wipes right off no matter what kind of primer I've used or setting spray or powder it is absolutely terrible. It also makes my pores look bigger and every line in my face noticeable. even though i was suggested this product by an employee to do the opposite to my pores.."
"1588396939-7183","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Clear Complexion Makeup BlemisHeal Technology","https://www.beautypedia.com/products/clear-complexion-makeup-blemisheal-technology/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Clear Complexion Makeup BlemisHeal Technology","Almay","superb for acne prone","excellent product for oily acne skin, i would say its a miracle but definitely not making breakout worse or further breakouts! its just hard to find it in the UK and buying it from ebay is very tricky."
"1588399298-7760","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Studio Acne Fighting Foundation","https://www.beautypedia.com/products/studio-acne-fighting-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Studio Acne Fighting Foundation","e.l.f. Cosmetics","Can't live without it!","I absolutely love this product for the most part - great coverage, smooth finish, staying power, covers up my acne scars, and more.  It's my security blanket makeup for my awful skin. Definitely not using it as an acne treatment, just strictly as a cosmetic.   I will say it doesn't aggravate any active break outs I have, which is nice.  Just covers 'em up. 

My only complaint is I wish it were just a smidgen lighter so I could use it in the winter when my skin's a shade lighter, and to cover blemishes on my body, too.  I've noted this is kind of an overall problem with e.l.f.'s stuff though, their lightest shades are often light/medium at best (but labeled ""fair"", ""porcelain"" and the like) with an orange undertone."
"1588398567-7439","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","ColorStay Whipped Crème Makeup","https://www.beautypedia.com/products/colorstay-whipped-crme-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","ColorStay Whipped Crème Makeup","Revlon","Love it!","By far the best foundation I have found.  Does not make me break out, covers my redness and lasts throughout the hot and humid days of summer.  I apply sparingly with a stipple brush swirling the brush for even and light coverage otherwise it will look to thick and mask like and if needed, dust lightly with powder.  For a little bit of  glow, apply a luminizing primer or mix a a small amount into the foundation."
"1588396869-7123","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","TLC Truly Lasting Color 16 Hour Makeup","https://www.beautypedia.com/products/tlc-truly-lasting-color-16-hour-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","TLC Truly Lasting Color 16 Hour Makeup","Almay","Love!","I like everything about it. So glad to have finally found a makeup that not only lasts but looks super natural!"
"1588398133-7267","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Stay Matte Oil-Free Makeup","https://www.beautypedia.com/products/stay-matte-oil-free-makeup/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Stay Matte Oil-Free Makeup","Clinique","My favourite foundation","I'm in my mid 40's (when did that happen?!) and I've been using this product on and off since my late teens. I've tried others (name brands & pharmacy brands) but keep coming back to Clinique. 
If your skin has dry patches, this product may highlight that.
What I love is that it's mostly odourless, has good yet natural-looking coverage."
"1588398891-7582","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","IT-O2 Ultra Repair Liquid Oxygen Foundation","https://www.beautypedia.com/products/it-o2-ultra-repair-liquid-oxygen-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","IT-O2 Ultra Repair Liquid Oxygen Foundation","IT Cosmetics","LOVE IT","I have gotten so many compliments on my skin since I started using this product. It makes me look younger and smoother. Thanks IT!!"
"1588398406-7386","https://www.beautypedia.com/makeup/face/foundation-without-sunscreen-reviews/?size=96&makeup_group[0]=foundation-without-sunscreen-reviews&p=2","Mineral Powder Foundation","https://www.beautypedia.com/products/mineral-powder-foundation/?archive_search=%2Fmakeup%2Fface%2Ffoundation-without-sunscreen-reviews%2F%3Fsize%3D96%26makeup_group%5B0%5D%3Dfoundation-without-sunscreen-reviews%26p%3D2","","Mineral Powder Foundation","Mary Kay","Side by side comparison was amazing","Wow, I didn't realize how much finer milled this was than Sheer cover! I put this on one side and Sheer cover on the other and with the sheer coveR, I could see the particles in the magnifying mirror. On the Mary Kay side, it looked like nothing but perfect skin! I have dry skin and this has a humectant tha hydrated and plumps. Still, exfoliate and moisterizer before if you are dry."
