web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,concealer-category,concealer-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588348790-5974","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Airbrush Concealer","https://www.ulta.com/airbrush-concealer?productId=xlsImpprod10791949","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Airbrush Concealer","","","I didn't notice any difference except that it was drying and I had to use other products over it for moisture and coverage. May work for some people but I wasn't impressed.","","2","Nothing special",""
"1588349327-6409","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Fluidity Full-Coverage Concealer","https://www.ulta.com/fluidity-full-coverage-concealer?productId=pimprod2003461","Morphe","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Fluidity Full-Coverage Concealer","","","I always used expensive, high end concealers. But this one beats them all! The price is great, it's FULL coverage. My favorite concealer by far. I am repurchasing right now!","","5","Better than High end!",""
"1588348546-5670","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","FaceStudio Master Camo Color Correcting Pen","https://www.ulta.com/facestudio-master-camo-color-correcting-pen?productId=xlsImpprod16211179","Maybelline","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","FaceStudio Master Camo Color Correcting Pen","","","I bought two green FaceStudio Master Camo Color Correcting Pens, but can't get them to work.  I and my husband have twisted the bottoms numerous times and nothing comes out.  I would love to try it, but don't think I will waste my $'s on it if I can't use it.","","1","No!",""
"1588348076-5099","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Colour Clique Colour Correcting Palette","https://www.ulta.com/colour-clique-colour-correcting-palette?productId=xlsImpprod16241034","Lottie London","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Colour Clique Colour Correcting Palette","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I hate ""budget"" products, I find you get what you pay for, but I would buy this again and again. blendable, creamy, not oily, love it.","","5","highly recommend",""
"1588349285-6352","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Stay Naked Correcting Concealer","https://www.ulta.com/stay-naked-correcting-concealer?productId=pimprod2007470","Urban Decay Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Stay Naked Correcting Concealer","","","This concealer has completely exceeded my expectations. First, the applicator. I love the little scoop design so I'm not digging for product. I wear the shade 20CP- it is a perfect match to my skin. It is creamy, non-creasing, and it blends flawlessly. And holy heck is it long wearing!!! There are times where I wear thing for 15 hours and my under eyes still look perfect. I am almost finished with my second tube- luckily I already have a brand new third one waiting for me!! I really really cannot see myself wearing anything but this concealer for a long time.","","5","Holyyy  grail",""
"1588348483-5597","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","See You Never Concealer","https://www.ulta.com/see-you-never-concealer?productId=pimprod2009414","florence by mills","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","See You Never Concealer","","","","","","","Not a terrible product, but not great overall. I have oily skin, but under my eyes are dry. Although this concealer's applicator feels AMAZING, it does fade off under my eyes. I have to do two or three layers and set it right away, but the powder sometimes will take the concealer off. I've tried it ..."
"1588348715-5876","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Color Correcting Concealer","https://www.ulta.com/color-correcting-concealer?productId=xlsImpprod12011171","NYX Professional Makeup","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Color Correcting Concealer","","","I use this product basically every day under my makeup to fine tune any blemishes or discoloration. It has all the colors I ever need and the formula/ consistency is great! And for the price it's definitely worth every penny. Definitely recommend.","","5","Great Product",""
"1588349465-6584","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pro Longwear Concealer","https://www.ulta.com/pro-longwear-concealer?productId=xlsImpprod15921222","MAC","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Pro Longwear Concealer","","","Love this and don't go no where with out it","","5","Awesome",""
"1588349443-6560","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Pretty Fresh Hyaluronic Creamy Concealer","https://www.ulta.com/pretty-fresh-hyaluronic-creamy-concealer?productId=pimprod2013420","ColourPop","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Pretty Fresh Hyaluronic Creamy Concealer","","","It looks very nature light cover, doesn't work for me I have dark circles under my eyes I was expecting more coverage","","3","No",""
"1588348894-6113","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Finish SPF 35 Concealer","https://www.ulta.com/studio-finish-spf-35-concealer?productId=xlsImpprod15921236","MAC","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Finish SPF 35 Concealer","","","I tried this concealer for the first time after the previous M.A.C Concealer that I had been using is no longer sold in the US for some reason.  I chose this concealer over others listed on this website because of the great reviews.  This was the first time that I have ever tried a ""pressed"" concealer, so to say (A concealer that comes in an eyeshadow like container versus being more of a liquid and coming in a ""mascara like"" container.).  To me, this concealer was thick and pasty and it did not smooth in/blend well.  It just stayed an obvious ""blob"" on the surface of my skin in the area that I was trying to conceal.  I am returning this and will be looking for a more liquid concealer (in a ""mascara like"" container), and I cannot find one from/by M.A.C., I will be going to another brand to find a concealer like I have used in the past and like I am describing.","","1","Not Impressed At All",""
"1588348704-5862","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","https://www.ulta.com/double-wear-instant-fix-concealer-24h-concealer-hydra-prep?productId=pimprod2003122","Estée Lauder","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","","","I like the way it goes on and covers","","5","Best coverage ever",""
"1588347850-4910","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","CANCELLED Light Diffusing V-Concealer","https://www.ulta.com/cancelled-light-diffusing-v-concealer?productId=pimprod2007405","SMITH & CULT","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","CANCELLED Light Diffusing V-Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I love Smith & Cult nail polish and the one cream blush I have from their makeup line. I'm always on the hunt for a good under eye concealer for my 'troughs' and for brightening. This was too thick and not in a good ""full coverage"" kind of way, it was kind of goopy and didn't want to blend out. It was also drying. I returned it.","","2","Thick, drying, not for mature under eyes",""
"1588348294-5354","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","No Makeup Concealer Broad Spectrum SPF 20","https://www.ulta.com/no-makeup-concealer-broad-spectrum-spf-20?productId=pimprod2004898","Perricone MD","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","No Makeup Concealer Broad Spectrum SPF 20","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","Disappointed"
"1588349561-6713","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Radiant Creamy Concealer","https://www.ulta.com/radiant-creamy-concealer?productId=xlsImpprod15251325","NARS","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Radiant Creamy Concealer","","","I always try new concealers and end up going back to this one. It has good coverage and a beautiful finish.","","5","I always go back to this concealer",""
"1588349212-6325","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Born to Glow Radiant Concealer","https://www.ulta.com/born-glow-radiant-concealer?productId=pimprod2012326","NYX Professional Makeup","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Born to Glow Radiant Concealer","","","Such a great light-medium coverage concealer! Doesn't feel too heavy but still has great payoff. I will definitely continue buying this!","","5","Love it!",""
"1588348418-5502","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Instant Concealer","https://www.ulta.com/instant-concealer?productId=xlsImpprod13611443","Clarins","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Instant Concealer","","","I love this stuff! You get a lot of product & it performs wonderfully! Super blendable & it's not cakey or drying! I've tried tons of concealers & my search is finally over!!","","5","My ride or die",""
"1588348704-5864","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","https://www.ulta.com/double-wear-instant-fix-concealer-24h-concealer-hydra-prep?productId=pimprod2003122","Estée Lauder","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","","","","It's he type of thing I didn't know I needed","","",""
"1588348356-5425","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Liquid Cover Concealer","https://www.ulta.com/liquid-cover-concealer?productId=pimprod2003543","Pacifica","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Liquid Cover Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Cover stick is good for under eye make up and hiding dark circles.","","4","Great cover stick",""
"1588349349-6429","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Beyond Perfecting Powder Foundation + Concealer","https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productId=xlsImpprod12991071","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Beyond Perfecting Powder Foundation + Concealer","","","Make sure you get assistance with choosing the right shade, very important with this powder, so that you are not too pale or too dark.  This powder stays very well!","","5","Perfect coverage!",""
"1588348831-6034","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Light Shifter Brightening Concealer","https://www.ulta.com/light-shifter-brightening-concealer?productId=pimprod2011940","BECCA Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Light Shifter Brightening Concealer","","","","","","","A beautifully subtle cream highlighter; a lacking concealer"
"1588349411-6512","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hydrating Camo Concealer","https://www.ulta.com/hydrating-camo-concealer?productId=pimprod2013395","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Hydrating Camo Concealer","","","I use it for my pimples and under my eyes","","5","Must buy",""
"1588348641-5775","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Meet You Hue Concealer","https://www.ulta.com/meet-you-hue-concealer?productId=pimprod2011475","Dose Of Colors","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Meet You Hue Concealer","","","I suffer from super dry under eyes and a lot of concealers look awful on me.  I decided to pick this up and I actually really like it. It's more hydrating than other ones I've tried. It still creases on me though, so I just set it with a tiny amount of powder.  The shade range is really nice. I wouldn't say it's as full coverage as Tarte Shape Tape, but it's still really good. I definitely recommend.","","5","I ACTUALLY REALLY LIKE THIS",""
"1588349486-6623","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Redness Neutralizing Color-Correcting Concealer Cream","https://www.ulta.com/bye-bye-redness-neutralizing-color-correcting-concealer-cream?productId=xlsImpprod5770263","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Redness Neutralizing Color-Correcting Concealer Cream","","","","","","","I decided to bite the bullet and purchase this after hearing so many rave reviews for this product everywhere. I am extremely fair with very sensitive rosacea, and heard that this would be a game changer for me. No foundation that I have tried can cover my rosacea completely so of course I was reall..."
"1588349391-6488","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","BAREPRO 16-HR Full Coverage Concealer","https://www.ulta.com/barepro-16-hr-full-coverage-concealer?productId=xlsImpprod17691279","bareMinerals","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","BAREPRO 16-HR Full Coverage Concealer","","","Being that I am a BM loyalist and that I use the BAREPRO Powder Foundation, the concealer was recommended to me to compliment the powder. So, I purchased it in ""05"" and OH YEAH! It covers my dark eye circles perfectly and blends effortlessly into my skin. Now, I must note that I do not have severely dark eye circles, but enough to notice a bit and it helps with the prepping of my skin before my foundation goes on. Best thing I love about this concealer (and BM for that matter), is that their ingredients are natural and never feel cakey or heavy on my skin, which is important to me. ❤","","5","Magician in a tube!!",""
"1588348336-5394","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Waterweight Concealer","https://www.ulta.com/studio-waterweight-concealer?productId=xlsImpprod17421241","MAC","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Waterweight Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I was told by the MAC salesperson that this is close to the MAC select cover up, which was my favorite favorite concealer and product from MAC of all time. However, this is nothing like it. You guys really need to bring back MAC select cover up - it was the best concealer ever!","","1","Bring back the Mac select cover up!",""
"1588347964-5034","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Pro Total Coverage Concealer","https://www.ulta.com/studio-pro-total-coverage-concealer?productId=xlsImpprod17721267","BH Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Pro Total Coverage Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","Great concealer! Comparable to Target Shape tape😱","","",""
"1588348894-6118","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Finish SPF 35 Concealer","https://www.ulta.com/studio-finish-spf-35-concealer?productId=xlsImpprod15921236","MAC","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Finish SPF 35 Concealer","","","","","","","Not for me"
"1588348139-5166","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Studio Secrets Magic Lumi Highlighter","https://www.ulta.com/studio-secrets-magic-lumi-highlighter?productId=xlsImpprod4070041","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Studio Secrets Magic Lumi Highlighter","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I am so intrigued by Loreal's lumi line and this is my first purchase from it. I've heard that it's a great dupe for the YSL concealer but I've never tried that so can't compare. This concealer is glowy and provides up to medium coverage which I love. It does dry quickly so you need to blend right away. So far I have no issues with application like other reviewers noted. So far so good :)","","4","Glowy and long lasting",""
"1588349422-6536","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Boi-ing Cakeless Concealer","https://www.ulta.com/boi-ing-cakeless-concealer?productId=pimprod2007903","Benefit Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Boi-ing Cakeless Concealer","","","","Amazing Concealer w/ Great Coverage ❤❤","","",""
"1588348376-5457","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Fix Ultimate Coverage Concealer","https://www.ulta.com/conceal-fix-ultimate-coverage-concealer?productId=pimprod2013067","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Fix Ultimate Coverage Concealer","","","","","","","Heavy, creased big time, and it's nothing special!!!  As I said it's heavy, and when you first apply it, it seems like it will be good coverage. However it doesn't blend well and the coverage fades extremely quickly. No point in wearing it. It's oily and makes me look greasy and I have dry skin. Sta..."
"1588347731-4852","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Supersize Concealer","https://www.ulta.com/conceal-define-supersize-concealer?productId=pimprod2000265","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Supersize Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I use this as foundation over a primer. A little bit goes a long way because it's very concentrated and blends perfectly. They have very specific color match labels that makes it easier to buy concealer online. And throughout the day it looks even better with wear because the oils in my face make the concealer look more natural. I use a setting spray and a tiny bit of baking power and the full coverage makeup lasts all day.","","5","It's a perfect match",""
"1588348346-5414","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Stay Woke Luminous Brightening Concealer","https://www.ulta.com/stay-woke-luminous-brightening-concealer?productId=pimprod2006201","UOMA Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Stay Woke Luminous Brightening Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","did not work out"
"1588348715-5872","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Color Correcting Concealer","https://www.ulta.com/color-correcting-concealer?productId=xlsImpprod12011171","NYX Professional Makeup","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Color Correcting Concealer","","","I have tried a ton of different brands of color correctors and this is definitely my favorite. it blends out beautifully and covers everything. my go to!","","5","Hands Down The Best Color Corrector Ever!!",""
